"","CampaignURL","numSupporters","TeamOrAthlete","AmountAdjusted","Success","Wordcount","NarcissismFactor","joy","sadness","negative","positive","fear","trust"
"261","https://sportfunder.com/avaedmonds/30870",8,"teams",445,"fail",91,4.29,3,0,0,6,1,9
"262","https://sportfunder.com/pccathleticevents/29865",0,"teams",0,"fail",143,9.75,5,0,2,12,0,16
"263","https://sportfunder.com/alexgolfs/30913",0,"teams",0,"fail",49,4.415,3,0,0,4,0,3
"264","https://sportfunder.com/banzaivolley-ballclub/31555",18,"teams",430,"fail",269,20.429,14,2,8,26,4,19
"265","https://sportfunder.com/natalieholsapple/31212",15,"teams",315,"fail",50,4.415,3,0,0,4,0,3
"266","https://sportfunder.com/cailynsergent/40116",0,"teams",0,"fail",1,0,NA,NA,NA,NA,NA,NA
"267","https://sportfunder.com/laviniaoli/28060",0,"teams",0,"fail",112,14.003,NA,NA,2,6,NA,NA
"268","https://sportfunder.com/rickgarcia/28197",12,"teams",200,"fail",263,18.161,18,2,8,31,5,18
"269","https://sportfunder.com/zea-dinejanuarie/29620",0,"teams",0,"fail",108,11.845,2,0,2,4,0,10
"270","https://sportfunder.com/lwandogelese/31558",0,"teams",0,"fail",1,0,NA,NA,NA,NA,NA,NA
"271","https://sportfunder.com/ivamam/30977",0,"teams",0,"fail",172,22.976,16,2,3,18,3,12
"272","https://sportfunder.com/szymonjablkowski/29150",9,"teams",457.01,"fail",208,27.439,12,0,1,24,2,18
"273","https://sportfunder.com/michelsiguier/23457",1,"teams",0,"fail",154,0,NA,NA,NA,NA,NA,NA
"274","https://sportfunder.com/rileythomas/27678",0,"teams",0,"fail",1,0,NA,NA,NA,NA,NA,NA
"275","https://sportfunder.com/matteopatacca/30852",0,"teams",0,"fail",50,4.415,3,0,0,4,0,3
"276","https://sportfunder.com/sisonkeelitefootballproject/29629",0,"teams",0,"fail",100,8.959,4,0,1,7,1,10
"277","https://sportfunder.com/pierrefonds%20cobras%202004/18929",8,"teams",35,"fail",1,0,NA,NA,NA,NA,NA,NA
"278","https://sportfunder.com/kcvavolleyball15red/29144",2,"teams",355,"fail",86,12.458,4,0,0,5,0,13
"279","https://sportfunder.com/sportclubcorinthiansphiladelphia/31572",0,"teams",0,"fail",1,0,NA,NA,NA,NA,NA,NA
"280","https://sportfunder.com/hockeng/30862",0,"athletes",0,"fail",136,8.904,4,0,1,6,0,6
"281","https://sportfunder.com/adaptivesurftrainingcenter/31100",0,"teams",0,"fail",538,57.727,29,7,9,62,6,32
"282","https://sportfunder.com/hunterpowershowcase/28192",1,"teams",10,"fail",245,30.862,9,3,9,23,5,20
"283","https://sportfunder.com/wpuchin/27815",4,"teams",225,"fail",96,6.388,7,2,5,13,3,12
"284","https://sportfunder.com/shedevils/28114",54,"teams",367.595,"fail",136,14.145,5,4,9,6,4,5
"285","https://sportfunder.com/msejahmediasports/28131",0,"teams",0,"fail",108,13.588,3,0,0,10,2,9
"286","https://sportfunder.com/amandadennis/31887",3,"athletes",60,"fail",286,25.531,15,1,5,24,5,20
"287","https://sportfunder.com/loloteam/27541",0,"teams",0,"fail",128,10.596,5,0,3,10,1,13
"288","https://sportfunder.com/loloteam/27544",0,"teams",0,"fail",128,10.596,5,0,3,10,1,13
"289","https://sportfunder.com/kickconnection/1329",2,"teams",10,"fail",92,11.977,3,0,3,9,1,4
"290","https://sportfunder.com/takkhunnwang/21759",2,"teams",0,"fail",217,16.562,4,0,4,10,2,11
"291","https://sportfunder.com/lapwingsbeisebol/24234",2,"teams",0,"fail",684,3.056,NA,NA,NA,NA,NA,NA
"292","https://sportfunder.com/hstaekwondo/31671",0,"teams",0,"fail",1,0,NA,NA,NA,NA,NA,NA
"293","https://sportfunder.com/syaquarius/29894",0,"teams",0,"fail",127,10.596,4,0,3,9,1,12
"294","https://sportfunder.com/northflaglerwildcats/31173",2,"teams",5,"fail",89,8.059,3,0,4,5,0,6
"295","https://sportfunder.com/americansamoawomensbeachhandballteam/30896",0,"teams",0,"fail",142,13.044,8,0,3,8,1,14
"296","https://sportfunder.com/breakerband/40438",74,"athletes",1435,"fail",68,5.925,3,0,1,7,0,3
"297","https://sportfunder.com/moheabeid/31545",3,"teams",101.337,"fail",97,10.135,6,0,4,10,0,6
