,CampaignName,CampaignUrl,CampaignPicUrl,ProfilePicUrl,SportName,SportUrl,ShortDescription,Location,DivBox1Val,DivBox1Name,DivBox2Val,DivBox2Name,DivBox3Val,DivBox3Name,DivBox4Val,DivBox4Name
379,TEAM CHARLES,https://sportfunder.com/https://sportfunder.com/teamcharles/16249,"background-image: url(""https://www.filepicker.io/api/file/DVXcRtV8Q6izuUnM8AVw/convert?h=700&quality=100"");","background-image: url(""https://www.filepicker.io/api/file/DrlT2OlGRPWAGOBptQ6y/convert?w=300&quality=100"");",Boxing,https://sportfunder.com/https://sportfunder.com/teams/boxing,2015 CANADIAN JUNIOR & YOUTH NATIONAL...,"Orangeville, Ontario, Canada","$70
Raised",Raised,"3%
Funded",Funded,,,"14
Supporters",Supporters
380,ABBY LLOYD,https://sportfunder.com/https://sportfunder.com/abbylloyd/21398,"background-image: url(""//files.makeachamp.com/6c6566f5-5bb9-45f8-8d83-b37e93e73722/-/resize/700/"");","background-image: url(""//files.makeachamp.com/da7ef97a-3cf1-4cba-aa13-8d40ea81f5d3/-/resize/400/"");",Wrestling,https://sportfunder.com/https://sportfunder.com/teams/wrestling,"2015 International Tour - San Javier, Spain and...","Vancouver, BC, Canada","$70
Raised",Raised,"3%
Funded",Funded,,,"6
Supporters",Supporters
381,SAM SMITH,https://sportfunder.com/https://sportfunder.com/samsmith/22610,"background-image: url(""https://files.makeachamp.com/1e33d359-7b0b-4dc2-be06-62c873f88016/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/199f6410-f818-4275-9c0f-327bd8dfd3e4/-/resize/400/"");",Rowing,https://sportfunder.com/https://sportfunder.com/teams/rowing,My journey to be a champion! Hope you can help!,"Taunton, Taunton, Somerset","£190
Raised",Raised,"3%
Funded",Funded,,,"32
Supporters",Supporters
382,DAWSON COLLEGE BLUES MEN'S RUGBY,https://sportfunder.com/https://sportfunder.com/bluesrfc/22792,"background-image: url(""https://files.makeachamp.com/65ce5c0c-04d4-463c-bc0a-236aeded9d4a/-/crop/800x210/0,77/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/82bd5066-d72e-4019-a39c-1fe681560738/-/resize/400/"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,Join our journey to the RSEQ Championship.,"Montreal, QC, Canada","$880
Raised",Raised,"18%
Funded",Funded,,,"6
Supporters",Supporters
383,SPARKS CHEERLEADING,https://sportfunder.com/https://sportfunder.com/sparkscheerleading/24429,"background-image: url(""https://files.makeachamp.com/190cbc64-d0d2-48b9-9db3-463cf23f98f7/-/crop/2361x1770/7,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/eaacdb09-64c3-4d2d-86bc-bc5cfea85ac4/-/crop/574x574/80,0/-/preview/-/resize/400/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Réaliser son rêve: Les Worlds 2016 pour les...,"Salaberry-de-Valleyfield, Québec, Canada","$4,005
Raised",Raised,"76%
Funded",Funded,,,"20
Supporters",Supporters
384,AUGUSTINHO TEIXEIRA,https://sportfunder.com/https://sportfunder.com/augustinhoteixeira/27488,"background-image: url(""https://files.makeachamp.com/d7c4c8e0-74cb-4464-a53b-41b375d6d07d/-/crop/1920x1440/0,240/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/1dbb51c7-608b-4fe1-8866-8bd8c7cbaef3/-/crop/2081x2079/762,60/-/preview/-/resize/400/"");",Snow Boarding,https://sportfunder.com/https://sportfunder.com/teams/snow-boarding,Be part of my journey to the Olympics 2022,"Ushuaia, Tierra del Fuego Province, Argentina","$310
Raised",Raised,"3%
Funded",Funded,,,"8
Supporters",Supporters
385,SPORTING CLUB CALIFORNIA,https://sportfunder.com/https://sportfunder.com/sportingclubcalifornia/30886,"background-image: url(""https://files.makeachamp.com/3f751f16-9e98-4138-86b6-e76c0afc8843/-/crop/1702x1277/26,343/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/73993ae0-4fc5-451f-9f62-3689c400f7fa/-/crop/1808x1808/133,240/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Be part of our club and join us in our success!,"Irvine, California, United States","$100
Raised",Raised,"3%
Funded",Funded,,,"2
Supporters",Supporters
386,FAST,https://sportfunder.com/https://sportfunder.com/fast/30932,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/icehockey.jpg"");","background-image: url(""https://files.makeachamp.com/50059c47-d709-4e83-9c5a-54ddf7cf0572/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Pomóż nam wejść na wyższy poziom!,"Suwałki, podlaskie, Polska","$95
Raised",Raised,"3%
Funded",Funded,,,"6
Supporters",Supporters
387,SÁRA CHOLNOKY,https://sportfunder.com/https://sportfunder.com/saracholnoky/30966,"background-image: url(""https://files.makeachamp.com/5b06c145-e710-4af7-8b89-d2a0ae151e46/-/crop/1200x675/0,27/-/preview/"");","background-image: url(""https://files.makeachamp.com/ab8073af-363b-40f6-8667-34ed6d0f5988/-/resize/400/"");",Wind Surfing,https://sportfunder.com/https://sportfunder.com/teams/windsurfing,Cholnoky Sára iQFoil 2024,"Budapest, Hungary","€275
Raised",Raised,"3%
Funded",Funded,,,"6
Supporters",Supporters
388,SPECTRUM HIGH SCHOOL,https://sportfunder.com/https://sportfunder.com/spectrumathletics/40110,"background-image: url(""https://files.makeachamp.com/b94a3ce6-2f4a-434d-885a-a03439613a71/-/crop/1000x750/0,165/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/c191cbee-3ed8-4552-a4c6-f118022e0533/-/crop/458x389/12,20/-/preview/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Wrestling Team Fundraiser 2021,"Elk River, Minnesota, United States","$425
Raised",Raised,"3%
Funded",Funded,,,"10
Supporters",Supporters
389,SCHUYLKILL YMCA GYMNASTICS,https://sportfunder.com/https://sportfunder.com/schuylkillymcagymnastics/40136,"background-image: url(""https://files.makeachamp.com/13cc6cee-7632-4007-a47b-675d44b87476/-/crop/933x699/0,89/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/cd1dce3e-ef28-4113-bf0c-3111360d9009/-/resize/400/"");",Gymnastics,https://sportfunder.com/https://sportfunder.com/teams/gymnastics,Be part of our journey to the podium!,"Pottsville, Pennsylvania, United States","$5,384.50
Raised",Raised,"108%
Funded",Funded,,,"16
Supporters",Supporters
390,AYRTON TERRAZAS,https://sportfunder.com/https://sportfunder.com/ayrtonterrazas/40375,"background-image: url(""https://files.makeachamp.com/5db3b10c-7acb-4389-805a-915d7be31d80/-/crop/764x573/0,261/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/3aa9f915-621a-4001-ae22-577d1c46519f/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Help me to achieve my dream of playing football...,South Africa,"$63
Raised",Raised,"3%
Funded",Funded,,,"5
Supporters",Supporters
391,AFC SOUTH BAY,https://sportfunder.com/https://sportfunder.com/afcsouthbay/40385,"background-image: url(""https://files.makeachamp.com/72ef2141-fc24-4284-8a3e-c61847111b10/-/crop/1771x994/19,9/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/207405df-bae7-4d0e-bcdf-0f140949c8f7/-/crop/4567x3996/0,289/-/preview/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,"AFC's road to San Diego, Independent Cup 2022!","San Jose, California, United States","$150
Raised",Raised,"3%
Funded",Funded,,,"6
Supporters",Supporters
392,MYSTIC ALL STARS,https://sportfunder.com/https://sportfunder.com/mysticallstars/3745,"background-image: url(""https://www.filepicker.io/api/file/t4tKSYwSTTq1pFqcXkHB/convert?h=600&quality=100"");","background-image: url(""https://www.filepicker.io/api/file/H8d9azjTJGlrJmkuG0aR/convert?w=400"");",NULL,NULL,Worlds,"lasalle, quebec, canada","$195
Raised",Raised,"2%
Funded",Funded,,,"24
Supporters",Supporters
393,CHEERLEADING LE FILON,https://sportfunder.com/https://sportfunder.com/cheerleadinglefilon/4482,"background-image: url(""https://www.filepicker.io/api/file/Xd6GmiSIms9q5LHdBDQw/convert?h=600&quality=100"");","background-image: url(""https://www.filepicker.io/api/file/bpb48GLFRFmgNNnbbiNK/convert?w=400"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Aidez-nous à participer aux Provinciaux !,,"$70
Raised",Raised,"2%
Funded",Funded,,,"10
Supporters",Supporters
394,MCMASTER DRAGON BOAT CLUB,https://sportfunder.com/https://sportfunder.com/mcmasterdragonboat/5466,"background-image: url(""https://www.filepicker.io/api/file/3Lp9IMRiTNuQ725ITbZH/convert?h=600&quality=100"");","background-image: url(""https://www.filepicker.io/api/file/39GsWicHQqS4fBK0nCt5/convert?w=400"");",Dragon Boat,https://sportfunder.com/https://sportfunder.com/teams/dragon-boat,McMaster Dragon Boat Equipment Upgrade,"Hamilton, Ontario, Canada","$20
Raised",Raised,"2%
Funded",Funded,,,"4
Supporters",Supporters
395,SAVANNAH DUBIEN,https://sportfunder.com/https://sportfunder.com/savannahdubien/8662,"background-image: url(""https://www.filepicker.io/api/file/EIaPnOUQSx9NCgTVuoUg/convert?w=400"");","background-image: url(""https://www.filepicker.io/api/file/CWNV16N5RWa4akl7vPIR/convert?w=400"");",Rugby,https://sportfunder.com/https://sportfunder.com/teams/rugby,Help me represent Alberta and go to National,"edmonton, alberta, Canada","$25
Raised",Raised,"2%
Funded",Funded,,,"3
Supporters",Supporters
396,UFW RODEO TEAM,https://sportfunder.com/https://sportfunder.com/yannickfbalainpitre/21064,"background-image: url(""//files.makeachamp.com/ccb7834f-1679-40d5-94a2-7d36c568712e/-/resize/700/"");","background-image: url(""//files.makeachamp.com/cb46dbcd-30c0-4fa8-9882-09d83dbc1f82/-/crop/640x903/0,0/-/preview/-/resize/400/"");",Rodeo Riding,https://sportfunder.com/https://sportfunder.com/teams/rodeo-riding,Bucking horses across the country!,"Ontario, Canada","$125
Raised",Raised,"3%
Funded",Funded,,,"10
Supporters",Supporters
397,CHRIS BECK,https://sportfunder.com/https://sportfunder.com/beckfamilyracing/22424,"background-image: url(""https://files.makeachamp.com/5308c088-5948-4956-994e-24b1d9593af5/"");","background-image: url(""https://files.makeachamp.com/0ca87a5e-80b3-4f0f-84d1-29a7617960e7/-/crop/623x718/220,2/-/preview/-/resize/400/"");",Triathlon,https://sportfunder.com/https://sportfunder.com/teams/triathlon,Nicole and Danny's Road to Chicago,"Norwich, Norwich, Norfolk","£100
Raised",Raised,"2%
Funded",Funded,,,"4
Supporters",Supporters
398,TEAM SWEDEN COED,https://sportfunder.com/https://sportfunder.com/teamswedencoed/23232,"background-image: url(""https://files.makeachamp.com/4ae0d178-d96d-44de-a745-dd0fdb5c197f/-/crop/593x444/0,67/-/preview/"");","background-image: url(""https://files.makeachamp.com/e7382952-adfc-4986-b23e-445374cf7fa6/-/crop/593x592/0,1/-/preview/-/resize/400/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Help us get to Worlds 2016,Sweden,"$105
Raised",Raised,"2%
Funded",Funded,,,"14
Supporters",Supporters
399,COLLEGE ANDRÉ-LAURENDEAU,https://sportfunder.com/https://sportfunder.com/alhockeyfeminin/23253,"background-image: url(""https://files.makeachamp.com/981b92b3-106f-4bc5-a0dc-8cfae851383d/-/crop/4777x3582/295,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/891cf379-6ffe-4fc2-a493-302759d567d7/-/crop/2487x2491/1360,0/-/preview/-/resize/400/"");",Hockey,https://sportfunder.com/https://sportfunder.com/teams/hockey,Playing against the best university in the States,,"$4,635
Raised",Raised,"70%
Funded",Funded,,,"6
Supporters",Supporters
400,CARABINS,https://sportfunder.com/https://sportfunder.com/carabinsskialpin/24338,"background-image: url(""https://files.makeachamp.com/6c37f7f2-b200-4cb8-b905-ab2ecc26a1f3/-/crop/905x682/570,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/f400fffb-17ca-4d5d-8bf2-43dc90eb8185/-/crop/540x540/252,0/-/preview/-/resize/400/"");",Alpine Skiing,https://sportfunder.com/https://sportfunder.com/teams/alpine-skiing,"Étudier, performer, skier - nous avons besoin de...","Montreal, QC, Canada","$350
Raised",Raised,"2%
Funded",Funded,,,"8
Supporters",Supporters
401,HOT CRUSH,https://sportfunder.com/https://sportfunder.com/hotcrush/24738,"background-image: url(""https://files.makeachamp.com/69023709-4630-4b4e-b0a5-180e81f33e9a/-/crop/1080x809/0,115/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/b613fa2a-007f-482d-8808-aa62d5a512e6/-/crop/602x602/261,0/-/preview/-/resize/400/"");",Cheerleading,https://sportfunder.com/https://sportfunder.com/teams/cheerleading,Encouragez Hot Crush à aller aux Championnats...,"Saint-Bruno-de-Montarville, Québec, Canada","$45
Raised",Raised,"2%
Funded",Funded,,,"10
Supporters",Supporters
402,UP STREETDANCE CLUB,https://sportfunder.com/https://sportfunder.com/upstreetdanceclub/25353,"background-image: url(""https://files.makeachamp.com/55c3fe86-0960-4526-923f-52c178c408ab/"");","background-image: url(""https://files.makeachamp.com/4fab95fd-866c-4ed4-bd03-be506a08806e/-/crop/640x640/169,0/-/preview/-/resize/400/"");",Dance,https://sportfunder.com/https://sportfunder.com/teams/dance,Be a part of our journey to Las Vegas!...,"Quezon City, Metro Manila, Philippines","$360
Raised",Raised,"2%
Funded",Funded,,,"12
Supporters",Supporters
403,SPARTAN PARENT BOOSTER CLUB,https://sportfunder.com/https://sportfunder.com/spartanparentboosterclub/26741,"background-image: url(""https://graph.facebook.com/108586259592841/picture"");","background-image: url(""https://files.makeachamp.com/8b072238-0808-45e8-8597-99fcd9772a1f/-/resize/400/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Help our players practice safely with Guardian...,"Laurel, Maryland, United States","$50
Raised",Raised,"2%
Funded",Funded,,,"42
Supporters",Supporters
404,TEAM VIC VOLLEYBALL,https://sportfunder.com/https://sportfunder.com/teamvicvolleyball/27491,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/volleyball.jpg"");","background-image: url(""https://files.makeachamp.com/1e958a74-e4cb-4da2-8852-29b95346c12f/-/crop/659x660/224,0/-/preview/-/resize/400/"");",Volleyball,https://sportfunder.com/https://sportfunder.com/teams/volleyball,Be part of my journey to the podium!,"Victoria, Australia","$100
Raised",Raised,"2%
Funded",Funded,,,"2
Supporters",Supporters
405,LUCAS SITHOLE,https://sportfunder.com/https://sportfunder.com/lucassithole/27914,"background-image: url(""https://files.makeachamp.com/7eae0b53-8a07-4953-8026-2c8480191806/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/feeacd4d-3429-40aa-96a5-6336560a3345/-/resize/400/"");",Wheelchair Tennis,https://sportfunder.com/https://sportfunder.com/teams/wheelchair-tennis,Be part of my journey to the Korea and Japan Open!,"Johannesburg, Gauteng, South Africa","$100
Raised",Raised,"2%
Funded",Funded,,,"1
Supporters",Supporters
406,BRUNO UNITED,https://sportfunder.com/https://sportfunder.com/brunou14girls/28059,"background-image: url(""https://files.makeachamp.com/13c0c0e3-5426-4637-8df0-3b932cb1eff1/-/crop/1237x695/0,117/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/fae6e8ce-aa17-469a-a83b-b34cf0f70f5d/-/resize/400/"");",Soccer,https://sportfunder.com/https://sportfunder.com/teams/soccer,Help support this young group of athletes!,"Providence, Rhode Island, United States","$250
Raised",Raised,"2%
Funded",Funded,,,"26
Supporters",Supporters
407,RICK GARCIA,https://sportfunder.com/https://sportfunder.com/rickgarcia/28197,"background-image: url(""https://files.makeachamp.com/192bb700-bd45-4c94-bbf1-a9c18ea459ff/-/crop/1440x1080/240,0/-/preview/-/resize/700/"");","background-image: url(""https://files.makeachamp.com/ec946495-265c-49a0-8886-0d9de21dd179/-/resize/400/"");",Basketball,https://sportfunder.com/https://sportfunder.com/teams/basketball,Falling apart at the seams! Literally!,"Port Isabel, Texas, United States","$200
Raised",Raised,"2%
Funded",Funded,,,"12
Supporters",Supporters
408,HUNGARY U19 KORFBALL TEAM,https://sportfunder.com/https://sportfunder.com/hungaryu19korfballteam/28204,"background-image: url(""https://files.makeachamp.com/ccdfbcc3-ebd3-450d-9937-60981ca40b9b/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/032c58c3-935b-44b8-84cf-aaddd1c083f5/-/resize/400/"");",NULL,NULL,Be part of our journey to the IKF U19 Open...,"Budapest, Hungary","€5
Raised",Raised,"3%
Funded",Funded,,,"4
Supporters",Supporters
409,HAMBURG YOUNG HUSKIES,https://sportfunder.com/https://sportfunder.com/hamburgyounghuskies/28316,"background-image: url(""https://d1idjbb9jmy0ec.cloudfront.net/images/sports/football.jpg"");","background-image: url(""https://files.makeachamp.com/defaf34c-ca36-4d64-b45d-317f97933877/"");",Football,https://sportfunder.com/https://sportfunder.com/teams/football,Help us getting some Balls + Training Equipment...,"Hamburg, Hamburg, Deutschland","$40
Raised",Raised,"2%
Funded",Funded,,,"4
Supporters",Supporters
410,SZYMON JABLKOWSKI,https://sportfunder.com/https://sportfunder.com/szymonjablkowski/29150,"background-image: url(""https://files.makeachamp.com/cf3748a5-19dd-452b-ac9f-b7f1b113681f/-/crop/329x247/0,66/-/preview/"");","background-image: url(""https://files.makeachamp.com/f1290211-cb7b-4ab3-ac98-93e65e6bfca0/-/crop/936x920/344,0/-/preview/-/resize/400/"");",Sailing,https://sportfunder.com/https://sportfunder.com/teams/sailing,Become a Sailing World Champion with us!,Poland,"€460
Raised",Raised,"2%
Funded",Funded,,,"9
Supporters",Supporters
411,SEAN AMINI,https://sportfunder.com/https://sportfunder.com/seanamini/29524,"background-image: url(""https://files.makeachamp.com/de40dafe-06d1-4695-a619-c10011aaf315/"");","background-image: url(""https://files.makeachamp.com/cea7cc70-22fe-4fae-88d3-c23aefcbb735/-/resize/400/"");",Hockey,https://sportfunder.com/https://sportfunder.com/teams/hockey,One Team One Dream!,"Zürich, Zürich, Schweiz","€100
Raised",Raised,"2%
Funded",Funded,,,"3
Supporters",Supporters
412,ACS,https://sportfunder.com/https://sportfunder.com/acs/29555,"background-image: url(""https://files.makeachamp.com/f3f5a533-bbd1-4690-9ed2-54670bc4f1c5/-/crop/966x543/314,177/-/preview/-/resize/1200/"");","background-image: url(""https://files.makeachamp.com/50b4d3a4-dd0a-40f8-b7dd-fefa002838b4/"");",Volleyball,https://sportfunder.com/https://sportfunder.com/teams/volleyball,"ACS Volleyball Equipment, Don’t delay give today!","Martinez, Georgia, United States","$1,402.35
Raised",Raised,"27%
Funded",Funded,,,"8
Supporters",Supporters
